localidad;provincia;ccaa;país
Bóveda;Lugo;Galicia;España
Burela;Lugo;Galicia;España
Carballedo;Lugo;Galicia;España
Castro de Rei;Lugo;Galicia;España
Castroverde;Lugo;Galicia;España
Cervantes;Lugo;Galicia;España
Cervo;Lugo;Galicia;España
Chantada;Lugo;Galicia;España
Corgo (O);Lugo;Galicia;España
Cospeito;Lugo;Galicia;España
Folgoso do Courel;Lugo;Galicia;España
Fonsagrada (A);Lugo;Galicia;España
Foz;Lugo;Galicia;España
Friol;Lugo;Galicia;España
Guitiriz;Lugo;Galicia;España
Guntín;Lugo;Galicia;España
Incio (O);Lugo;Galicia;España
Láncara;Lugo;Galicia;España
Lourenzá;Lugo;Galicia;España
Lugo;Lugo;Galicia;España
Meira;Lugo;Galicia;España
Mondoñedo;Lugo;Galicia;España
Monforte de Lemos;Lugo;Galicia;España
Monterroso;Lugo;Galicia;España
Muras;Lugo;Galicia;España
Navia de Suarna;Lugo;Galicia;España
Negueira de Muñiz;Lugo;Galicia;España
Nogais (As);Lugo;Galicia;España
Ourol;Lugo;Galicia;España
Outeiro de Rei;Lugo;Galicia;España
Palas de Rei;Lugo;Galicia;España
Pantón;Lugo;Galicia;España
Paradela;Lugo;Galicia;España
Páramo (O);Lugo;Galicia;España
Pastoriza (A);Lugo;Galicia;España
Pedrafita do Cebreiro;Lugo;Galicia;España
Pobra do Brollón (A);Lugo;Galicia;España
Pol;Lugo;Galicia;España
Pontenova (A);Lugo;Galicia;España
Portomarín;Lugo;Galicia;España
Quiroga;Lugo;Galicia;España
Rábade;Lugo;Galicia;España
Ribadeo;Lugo;Galicia;España
Ribas de Sil;Lugo;Galicia;España
Ribeira de Piquín;Lugo;Galicia;España
Riotorto;Lugo;Galicia;España
Samos;Lugo;Galicia;España
Sarria;Lugo;Galicia;España
Saviñao (O);Lugo;Galicia;España
Sober;Lugo;Galicia;España
Taboada;Lugo;Galicia;España
Trabada;Lugo;Galicia;España
Triacastela;Lugo;Galicia;España
Valadouro (O);Lugo;Galicia;España
Vicedo (O);Lugo;Galicia;España
Vilalba;Lugo;Galicia;España
Viveiro;Lugo;Galicia;España
Xermade;Lugo;Galicia;España
Xove;Lugo;Galicia;España
Allariz;Ourense;Galicia;España
Amoeiro;Ourense;Galicia;España
Arnoia (A);Ourense;Galicia;España
Avión;Ourense;Galicia;España
Baltar;Ourense;Galicia;España
Bande;Ourense;Galicia;España
Baños de Molgas;Ourense;Galicia;España
Barbadás;Ourense;Galicia;España
Barco de Valdeorras (O);Ourense;Galicia;España
Beade;Ourense;Galicia;España
Beariz;Ourense;Galicia;España
Blancos (Os);Ourense;Galicia;España
Boborás;Ourense;Galicia;España
Bola (A);Ourense;Galicia;España
Bolo (O);Ourense;Galicia;España
Calvos de Randín;Ourense;Galicia;España
Carballeda de Avia;Ourense;Galicia;España
Carballeda de Valdeorras;Ourense;Galicia;España
Carballiño (O);Ourense;Galicia;España
Cartelle;Ourense;Galicia;España
Castrelo de Miño;Ourense;Galicia;España
Castrelo do Val;Ourense;Galicia;España
Castro Caldelas;Ourense;Galicia;España
Celanova;Ourense;Galicia;España
Cenlle;Ourense;Galicia;España
Chandrexa de Queixa;Ourense;Galicia;España
Coles;Ourense;Galicia;España
Cortegada;Ourense;Galicia;España
Cualedro;Ourense;Galicia;España
Entrimo;Ourense;Galicia;España
Esgos;Ourense;Galicia;España
Gomesende;Ourense;Galicia;España
Gudiña (A);Ourense;Galicia;España
Irixo (O);Ourense;Galicia;España
Larouco;Ourense;Galicia;España
Laza;Ourense;Galicia;España
Leiro;Ourense;Galicia;España
Lobeira;Ourense;Galicia;España
Lobios;Ourense;Galicia;España
Maceda;Ourense;Galicia;España
Manzaneda;Ourense;Galicia;España
Maside;Ourense;Galicia;España
Melón;Ourense;Galicia;España
Merca (A);Ourense;Galicia;España
Mezquita (A);Ourense;Galicia;España
Montederramo;Ourense;Galicia;España
Monterrei;Ourense;Galicia;España
Muíños;Ourense;Galicia;España
Nogueira de Ramuín;Ourense;Galicia;España
Oímbra;Ourense;Galicia;España
Ourense;Ourense;Galicia;España
Paderne de Allariz;Ourense;Galicia;España
Padrenda;Ourense;Galicia;España
Parada de Sil;Ourense;Galicia;España
Pereiro de Aguiar (O);Ourense;Galicia;España
Peroxa (A);Ourense;Galicia;España
Petín;Ourense;Galicia;España
Piñor;Ourense;Galicia;España
Pobra de Trives (A);Ourense;Galicia;España
Pontedeva;Ourense;Galicia;España
Porqueira;Ourense;Galicia;España
Punxín;Ourense;Galicia;España
Quintela de Leirado;Ourense;Galicia;España
Rairiz de Veiga;Ourense;Galicia;España
Ramirás;Ourense;Galicia;España
Ribadavia;Ourense;Galicia;España
Riós;Ourense;Galicia;España
Rúa (A);Ourense;Galicia;España
Rubiá;Ourense;Galicia;España
San Amaro;Ourense;Galicia;España
San Cibrao das Viñas;Ourense;Galicia;España
San Cristovo de Cea;Ourense;Galicia;España
San Xoán de Río;Ourense;Galicia;España
Sandiás;Ourense;Galicia;España
Sarreaus;Ourense;Galicia;España
Taboadela;Ourense;Galicia;España
Teixeira (A);Ourense;Galicia;España
Toén;Ourense;Galicia;España
Trasmiras;Ourense;Galicia;España
Veiga (A);Ourense;Galicia;España
Verea;Ourense;Galicia;España
Verín;Ourense;Galicia;España
Viana do Bolo;Ourense;Galicia;España
Vilamarín;Ourense;Galicia;España
Vilamartín de Valdeorras;Ourense;Galicia;España
Vilar de Barrio;Ourense;Galicia;España
Vilar de Santos;Ourense;Galicia;España
Vilardevós;Ourense;Galicia;España
Vilariño de Conso;Ourense;Galicia;España
Xinzo de Limia;Ourense;Galicia;España
Xunqueira de Ambía;Ourense;Galicia;España
Xunqueira de Espadanedo;Ourense;Galicia;España
Agolada;Pontevedra;Galicia;España
Arbo;Pontevedra;Galicia;España
Baiona;Pontevedra;Galicia;España
Barro;Pontevedra;Galicia;España
Bueu;Pontevedra;Galicia;España
Caldas de Reis;Pontevedra;Galicia;España
Cambados;Pontevedra;Galicia;España
Campo Lameiro;Pontevedra;Galicia;España
Cangas;Pontevedra;Galicia;España
Cañiza (A);Pontevedra;Galicia;España
Catoira;Pontevedra;Galicia;España
Cerdedo;Pontevedra;Galicia;España
Cotobade;Pontevedra;Galicia;España
Covelo;Pontevedra;Galicia;España
Crecente;Pontevedra;Galicia;España
Cuntis;Pontevedra;Galicia;España
Dozón;Pontevedra;Galicia;España
Estrada (A);Pontevedra;Galicia;España
Forcarei;Pontevedra;Galicia;España
Fornelos de Montes;Pontevedra;Galicia;España
Gondomar;Pontevedra;Galicia;España
Grove (O);Pontevedra;Galicia;España
Guarda (A);Pontevedra;Galicia;España
Illa de Arousa (A);Pontevedra;Galicia;España
Lalín;Pontevedra;Galicia;España
Lama (A);Pontevedra;Galicia;España
Marín;Pontevedra;Galicia;España
Meaño;Pontevedra;Galicia;España
Meis;Pontevedra;Galicia;España
Moaña;Pontevedra;Galicia;España
Mondariz;Pontevedra;Galicia;España
Mondariz-Balneario;Pontevedra;Galicia;España
Moraña;Pontevedra;Galicia;España
Mos;Pontevedra;Galicia;España
Neves (As);Pontevedra;Galicia;España
Nigrán;Pontevedra;Galicia;España
Oia;Pontevedra;Galicia;España
Pazos de Borbén;Pontevedra;Galicia;España
Poio;Pontevedra;Galicia;España
Ponte Caldelas;Pontevedra;Galicia;España
Ponteareas;Pontevedra;Galicia;España
Pontecesures;Pontevedra;Galicia;España
Pontevedra;Pontevedra;Galicia;España
Porriño (O);Pontevedra;Galicia;España
Portas;Pontevedra;Galicia;España
Redondela;Pontevedra;Galicia;España
Ribadumia;Pontevedra;Galicia;España
Rodeiro;Pontevedra;Galicia;España
Rosal (O);Pontevedra;Galicia;España
Salceda de Caselas;Pontevedra;Galicia;España
Salvaterra de Miño;Pontevedra;Galicia;España
Sanxenxo;Pontevedra;Galicia;España
Silleda;Pontevedra;Galicia;España
Soutomaior;Pontevedra;Galicia;España
Tomiño;Pontevedra;Galicia;España
Tui;Pontevedra;Galicia;España
Valga;Pontevedra;Galicia;España
Vigo;Pontevedra;Galicia;España
Vila de Cruces;Pontevedra;Galicia;España
Vilaboa;Pontevedra;Galicia;España
Vilagarcía de Arousa;Pontevedra;Galicia;España
Vilanova de Arousa;Pontevedra;Galicia;España
Alaior;Illes Balears;Islas Baleares;España
Alaró;Illes Balears;Islas Baleares;España
Alcúdia;Illes Balears;Islas Baleares;España
Algaida;Illes Balears;Islas Baleares;España
Andratx;Illes Balears;Islas Baleares;España
Ariany;Illes Balears;Islas Baleares;España
Artà;Illes Balears;Islas Baleares;España
Banyalbufar;Illes Balears;Islas Baleares;España
Binissalem;Illes Balears;Islas Baleares;España
Búger;Illes Balears;Islas Baleares;España
Bunyola;Illes Balears;Islas Baleares;España
Calvià;Illes Balears;Islas Baleares;España
Campanet;Illes Balears;Islas Baleares;España
Campos;Illes Balears;Islas Baleares;España
Capdepera;Illes Balears;Islas Baleares;España
Castell (Es);Illes Balears;Islas Baleares;España
Ciutadella de Menorca;Illes Balears;Islas Baleares;España
Consell;Illes Balears;Islas Baleares;España
Costitx;Illes Balears;Islas Baleares;España
Deyá;Illes Balears;Islas Baleares;España
Eivissa;Illes Balears;Islas Baleares;España
Escorca;Illes Balears;Islas Baleares;España
Esporles;Illes Balears;Islas Baleares;España
Estellencs;Illes Balears;Islas Baleares;España
Felanitx;Illes Balears;Islas Baleares;España
Ferreries;Illes Balears;Islas Baleares;España
Formentera;Illes Balears;Islas Baleares;España
Fornalutx;Illes Balears;Islas Baleares;España
Inca;Illes Balears;Islas Baleares;España
Lloret de Vistalegre;Illes Balears;Islas Baleares;España
Lloseta;Illes Balears;Islas Baleares;España
Llubí;Illes Balears;Islas Baleares;España
Llucmajor;Illes Balears;Islas Baleares;España
Manacor;Illes Balears;Islas Baleares;España
Mancor de la Vall;Illes Balears;Islas Baleares;España
Maó;Illes Balears;Islas Baleares;España
Maria de la Salut;Illes Balears;Islas Baleares;España
Marratxí;Illes Balears;Islas Baleares;España
Mercadal (Es);Illes Balears;Islas Baleares;España
Migjorn Gran (Es);Illes Balears;Islas Baleares;España
Montuïri;Illes Balears;Islas Baleares;España
Muro;Illes Balears;Islas Baleares;España
Palma;Illes Balears;Islas Baleares;España
Petra;Illes Balears;Islas Baleares;España
Pobla (Sa);Illes Balears;Islas Baleares;España
Pollença;Illes Balears;Islas Baleares;España
Porreres;Illes Balears;Islas Baleares;España
Puigpunyent;Illes Balears;Islas Baleares;España
Salines (Ses);Illes Balears;Islas Baleares;España
Sant Antoni de Portmany;Illes Balears;Islas Baleares;España
Sant Joan;Illes Balears;Islas Baleares;España
Sant Joan de Labritja;Illes Balears;Islas Baleares;España
Sant Josep de sa Talaia;Illes Balears;Islas Baleares;España
Sant Llorenç des Cardassar;Illes Balears;Islas Baleares;España
Sant Lluís;Illes Balears;Islas Baleares;España
Santa Eugènia;Illes Balears;Islas Baleares;España
Santa Eulalia del Río;Illes Balears;Islas Baleares;España
Santa Margalida;Illes Balears;Islas Baleares;España
Santa María del Camí;Illes Balears;Islas Baleares;España
Santanyí;Illes Balears;Islas Baleares;España
Selva;Illes Balears;Islas Baleares;España
Sencelles;Illes Balears;Islas Baleares;España
Sineu;Illes Balears;Islas Baleares;España
Sóller;Illes Balears;Islas Baleares;España
Son Servera;Illes Balears;Islas Baleares;España
Valldemossa;Illes Balears;Islas Baleares;España
Vilafranca de Bonany;Illes Balears;Islas Baleares;España
Ábalos;La Rioja;La Rioja;España
Agoncillo;La Rioja;La Rioja;España
Aguilar del Río Alhama;La Rioja;La Rioja;España
Ajamil de Cameros;La Rioja;La Rioja;España
Albelda de Iregua;La Rioja;La Rioja;España
Alberite;La Rioja;La Rioja;España
Alcanadre;La Rioja;La Rioja;España
Aldeanueva de Ebro;La Rioja;La Rioja;España
Alesanco;La Rioja;La Rioja;España
Alesón;La Rioja;La Rioja;España
Alfaro;La Rioja;La Rioja;España
Almarza de Cameros;La Rioja;La Rioja;España
Anguciana;La Rioja;La Rioja;España
Anguiano;La Rioja;La Rioja;España
Arenzana de Abajo;La Rioja;La Rioja;España
Arenzana de Arriba;La Rioja;La Rioja;España
Arnedillo;La Rioja;La Rioja;España
Arnedo;La Rioja;La Rioja;España
Arrúbal;La Rioja;La Rioja;España
Ausejo;La Rioja;La Rioja;España
Autol;La Rioja;La Rioja;España
Azofra;La Rioja;La Rioja;España
Badarán;La Rioja;La Rioja;España
Bañares;La Rioja;La Rioja;España
Baños de Río Tobía;La Rioja;La Rioja;España
Baños de Rioja;La Rioja;La Rioja;España
Berceo;La Rioja;La Rioja;España
Bergasa;La Rioja;La Rioja;España
Bergasillas Bajera;La Rioja;La Rioja;España
Bezares;La Rioja;La Rioja;España
Bobadilla;La Rioja;La Rioja;España
Brieva de Cameros;La Rioja;La Rioja;España
Briñas;La Rioja;La Rioja;España
Briones;La Rioja;La Rioja;España
Cabezón de Cameros;La Rioja;La Rioja;España
Calahorra;La Rioja;La Rioja;España
Camprovín;La Rioja;La Rioja;España
Canales de la Sierra;La Rioja;La Rioja;España
Cañas;La Rioja;La Rioja;España
Canillas de Río Tuerto;La Rioja;La Rioja;España
Cárdenas;La Rioja;La Rioja;España
Casalarreina;La Rioja;La Rioja;España
Castañares de Rioja;La Rioja;La Rioja;España
Castroviejo;La Rioja;La Rioja;España
Cellorigo;La Rioja;La Rioja;España
Cenicero;La Rioja;La Rioja;España
Cervera del Río Alhama;La Rioja;La Rioja;España
Cidamón;La Rioja;La Rioja;España
Cihuri;La Rioja;La Rioja;España
Cirueña;La Rioja;La Rioja;España
Clavijo;La Rioja;La Rioja;España
Cordovín;La Rioja;La Rioja;España
Corera;La Rioja;La Rioja;España
Cornago;La Rioja;La Rioja;España
Corporales;La Rioja;La Rioja;España
Cuzcurrita de Río Tirón;La Rioja;La Rioja;España
Daroca de Rioja;La Rioja;La Rioja;España
Enciso;La Rioja;La Rioja;España
Entrena;La Rioja;La Rioja;España
Estollo;La Rioja;La Rioja;España
Ezcaray;La Rioja;La Rioja;España
Foncea;La Rioja;La Rioja;España
Fonzaleche;La Rioja;La Rioja;España
Fuenmayor;La Rioja;La Rioja;España
Galbárruli;La Rioja;La Rioja;España
Galilea;La Rioja;La Rioja;España
Gallinero de Cameros;La Rioja;La Rioja;España
Gimileo;La Rioja;La Rioja;España
Grañón;La Rioja;La Rioja;España
Grávalos;La Rioja;La Rioja;España
Haro;La Rioja;La Rioja;España
Herce;La Rioja;La Rioja;España
Herramélluri;La Rioja;La Rioja;España
Hervías;La Rioja;La Rioja;España
Hormilla;La Rioja;La Rioja;España
Hormilleja;La Rioja;La Rioja;España
Hornillos de Cameros;La Rioja;La Rioja;España
Hornos de Moncalvillo;La Rioja;La Rioja;España
Huércanos;La Rioja;La Rioja;España
Igea;La Rioja;La Rioja;España
Jalón de Cameros;La Rioja;La Rioja;España
Laguna de Cameros;La Rioja;La Rioja;España
Lagunilla del Jubera;La Rioja;La Rioja;España
Lardero;La Rioja;La Rioja;España
Ledesma de la Cogolla;La Rioja;La Rioja;España
Leiva;La Rioja;La Rioja;España
Leza de Río Leza;La Rioja;La Rioja;España
Logroño;La Rioja;La Rioja;España
Lumbreras;La Rioja;La Rioja;España
Manjarrés;La Rioja;La Rioja;España
Mansilla de la Sierra;La Rioja;La Rioja;España
Manzanares de Rioja;La Rioja;La Rioja;España
Matute;La Rioja;La Rioja;España
Medrano;La Rioja;La Rioja;España
Munilla;La Rioja;La Rioja;España
Murillo de Río Leza;La Rioja;La Rioja;España
Muro de Aguas;La Rioja;La Rioja;España
Muro en Cameros;La Rioja;La Rioja;España
Nájera;La Rioja;La Rioja;España
Nalda;La Rioja;La Rioja;España
Navajún;La Rioja;La Rioja;España
Navarrete;La Rioja;La Rioja;España
Nestares;La Rioja;La Rioja;España
Nieva de Cameros;La Rioja;La Rioja;España
Ochánduri;La Rioja;La Rioja;España
Ocón;La Rioja;La Rioja;España
Ojacastro;La Rioja;La Rioja;España
Ollauri;La Rioja;La Rioja;España
Ortigosa de Cameros;La Rioja;La Rioja;España
Pazuengos;La Rioja;La Rioja;España
Pedroso;La Rioja;La Rioja;España
Pinillos;La Rioja;La Rioja;España
Pradejón;La Rioja;La Rioja;España
Pradillo;La Rioja;La Rioja;España
Préjano;La Rioja;La Rioja;España
Quel;La Rioja;La Rioja;España
Rabanera;La Rioja;La Rioja;España
Rasillo de Cameros (El);La Rioja;La Rioja;España
Redal (El);La Rioja;La Rioja;España
Ribafrecha;La Rioja;La Rioja;España
Rincón de Soto;La Rioja;La Rioja;España
Robres del Castillo;La Rioja;La Rioja;España
Rodezno;La Rioja;La Rioja;España
Sajazarra;La Rioja;La Rioja;España
San Asensio;La Rioja;La Rioja;España
San Millán de la Cogolla;La Rioja;La Rioja;España
San Millán de Yécora;La Rioja;La Rioja;España
San Román de Cameros;La Rioja;La Rioja;España
San Torcuato;La Rioja;La Rioja;España
San Vicente de la Sonsierra;La Rioja;La Rioja;España
Santa Coloma;La Rioja;La Rioja;España
Santa Engracia del Jubera;La Rioja;La Rioja;España
Santa Eulalia Bajera;La Rioja;La Rioja;España
Santo Domingo de la Calzada;La Rioja;La Rioja;España
Santurde de Rioja;La Rioja;La Rioja;España
Santurdejo;La Rioja;La Rioja;España
Sojuela;La Rioja;La Rioja;España
Sorzano;La Rioja;La Rioja;España
Sotés;La Rioja;La Rioja;España
Soto en Cameros;La Rioja;La Rioja;España
Terroba;La Rioja;La Rioja;España
Tirgo;La Rioja;La Rioja;España
Tobía;La Rioja;La Rioja;España
Tormantos;La Rioja;La Rioja;España
Torre en Cameros;La Rioja;La Rioja;España
Torrecilla en Cameros;La Rioja;La Rioja;España
Torrecilla sobre Alesanco;La Rioja;La Rioja;España
Torremontalbo;La Rioja;La Rioja;España
Treviana;La Rioja;La Rioja;España
Tricio;La Rioja;La Rioja;España
Tudelilla;La Rioja;La Rioja;España
Uruñuela;La Rioja;La Rioja;España
Valdemadera;La Rioja;La Rioja;España
Valgañón;La Rioja;La Rioja;España
Ventosa;La Rioja;La Rioja;España
Ventrosa;La Rioja;La Rioja;España
Viguera;La Rioja;La Rioja;España
Villalba de Rioja;La Rioja;La Rioja;España
Villalobar de Rioja;La Rioja;La Rioja;España
Villamediana de Iregua;La Rioja;La Rioja;España
Villanueva de Cameros;La Rioja;La Rioja;España
Villar de Arnedo (El);La Rioja;La Rioja;España
Villar de Torre;La Rioja;La Rioja;España
Villarejo;La Rioja;La Rioja;España
Villarroya;La Rioja;La Rioja;España
Villarta-Quintana;La Rioja;La Rioja;España
Villavelayo;La Rioja;La Rioja;España
Villaverde de Rioja;La Rioja;La Rioja;España
Villoslada de Cameros;La Rioja;La Rioja;España
Viniegra de Abajo;La Rioja;La Rioja;España
Viniegra de Arriba;La Rioja;La Rioja;España
Zarratón;La Rioja;La Rioja;España
Zarzosa;La Rioja;La Rioja;España
Zorraquín;La Rioja;La Rioja;España
Acebeda (La);Madrid;Madrid;España
Ajalvir;Madrid;Madrid;España
Alameda del Valle;Madrid;Madrid;España
Álamo (El);Madrid;Madrid;España
Alcalá de Henares;Madrid;Madrid;España
Alcobendas;Madrid;Madrid;España
Alcorcón;Madrid;Madrid;España
Aldea del Fresno;Madrid;Madrid;España
Algete;Madrid;Madrid;España
Alpedrete;Madrid;Madrid;España
Ambite;Madrid;Madrid;España
Anchuelo;Madrid;Madrid;España
Aranjuez;Madrid;Madrid;España
Arganda del Rey;Madrid;Madrid;España
Arroyomolinos;Madrid;Madrid;España
Atazar (El);Madrid;Madrid;España
Batres;Madrid;Madrid;España
Becerril de la Sierra;Madrid;Madrid;España
Belmonte de Tajo;Madrid;Madrid;España
Berrueco (El);Madrid;Madrid;España
Berzosa del Lozoya;Madrid;Madrid;España
Boadilla del Monte;Madrid;Madrid;España
Boalo (El);Madrid;Madrid;España
